FIPS,STATE,2G,3G,4G_LTE,4G_Non_LTE,Other,ANY
021220012001325,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001326,AK,100.0,100.0,99.98,99.98,0.0,100.0
021220012001327,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001328,AK,100.0,100.0,93.25,93.5,0.0,100.0
021220012001329,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001332,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001334,AK,0.0,0.74,0.0,0.0,0.0,0.74
021220012001335,AK,0.0,100.0,100.0,9.14,0.0,100.0
021220012001336,AK,77.1,100.0,25.57,0.03,0.0,100.0
021220012001337,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001338,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001339,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001340,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001341,AK,99.96,100.0,100.0,100.0,0.0,100.0
021220012001342,AK,100.0,100.0,99.95,100.0,0.0,100.0
021220012001343,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001344,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001345,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001346,AK,99.99,100.0,100.0,100.0,0.0,100.0
021220012001347,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001350,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001351,AK,100.0,100.0,20.63,100.0,0.0,100.0
021220012001352,AK,100.0,100.0,0.22,100.0,0.0,100.0
021220012001353,AK,100.0,100.0,8.94,100.0,0.0,100.0
021220012001354,AK,100.0,100.0,26.32,100.0,0.0,100.0
021220012001355,AK,100.0,100.0,0.41,100.0,0.0,100.0
021220012001356,AK,100.0,100.0,1.91,100.0,0.0,100.0
021220012001357,AK,100.0,100.0,0.0,100.0,0.0,100.0
021220012001358,AK,100.0,100.0,28.31,100.0,0.0,100.0
021220012001359,AK,100.0,100.0,70.36,100.0,0.0,100.0
021220012001360,AK,99.99,100.0,99.38,100.0,0.0,100.0
021220012001361,AK,100.0,100.0,80.71,100.0,0.0,100.0
021220012001362,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001363,AK,100.0,100.0,15.21,41.33,0.0,100.0
021220012001364,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001366,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001367,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220012001368,AK,100.0,100.0,100.0,99.98,0.0,100.0
021220013001000,AK,19.02,19.71,16.32,13.02,0.0,24.51
021220013001005,AK,0.0,9.85,15.35,5.24,0.0,15.35
021220013001006,AK,0.0,2.09,2.5,81.95,0.0,81.95
021220013001007,AK,26.97,26.97,34.81,68.8,0.0,68.8
021220013001008,AK,59.83,93.39,92.67,97.58,0.0,99.88
021220013001009,AK,37.66,0.0,43.03,0.0,0.0,54.2
021220013001014,AK,8.77,23.7,69.02,90.06,0.0,91.88
021220013001015,AK,72.17,71.06,100.0,100.0,0.0,100.0
021220013001016,AK,0.0,0.0,27.64,0.0,0.0,27.64
021220013001017,AK,90.0,98.1,100.0,90.37,0.0,100.0
021220013001019,AK,97.49,91.52,99.99,100.0,0.0,100.0
021220013001022,AK,0.0,0.0,0.0,30.69,0.0,30.69
021220013001023,AK,25.26,28.38,47.9,68.73,0.0,68.79
021220013001024,AK,100.0,100.0,78.85,100.0,0.0,100.0
021220013001028,AK,50.4,56.11,97.82,100.0,0.0,100.0
021220013001030,AK,0.0,0.0,0.84,0.0,0.0,0.84
021220013001038,AK,11.27,11.27,17.42,100.0,0.0,100.0
021220013001040,AK,26.59,0.0,95.3,0.0,0.0,95.3
021220013001048,AK,89.95,90.16,85.57,88.66,0.0,92.43
021220013001049,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001050,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001051,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001052,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001053,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001054,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001055,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001056,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001057,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001058,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001059,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001060,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001061,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001062,AK,100.0,100.0,64.3,100.0,0.0,100.0
021220013001063,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001064,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001065,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001066,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001067,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001070,AK,2.84,4.88,2.54,5.65,0.0,9.3
021220013001071,AK,32.01,57.83,34.13,76.9,0.0,93.26
021220013001077,AK,0.0,0.0,0.0,7.61,0.0,7.61
021220013001081,AK,0.0,0.0,0.06,0.0,0.0,0.06
021220013001083,AK,50.82,58.8,51.52,54.15,0.0,64.71
021220013001084,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001086,AK,97.52,100.0,3.57,81.65,0.0,100.0
021220013001087,AK,0.0,0.74,0.0,0.0,0.0,0.74
021220013001088,AK,37.86,67.62,71.27,58.2,0.0,71.28
021220013001089,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001090,AK,1.42,80.12,0.0,0.0,0.0,80.12
021220013001091,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001092,AK,21.02,26.74,2.54,5.23,0.0,31.33
021220013001093,AK,99.25,99.76,0.0,0.06,0.0,99.76
021220013001094,AK,74.99,84.89,86.08,97.34,0.0,97.46
021220013001095,AK,95.8,96.85,97.8,98.26,0.0,98.88
021220013001096,AK,0.0,3.31,7.99,65.07,0.0,65.07
021220013001098,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001099,AK,29.13,76.13,95.78,99.5,0.0,99.5
021220013001100,AK,14.53,18.31,22.06,17.62,0.0,27.22
021220013001101,AK,12.55,13.76,33.28,12.56,0.0,33.47
021220013001105,AK,0.0,0.0,25.76,0.0,0.0,25.76
021220013001107,AK,15.4,17.55,33.78,68.83,0.0,70.9
021220013001115,AK,0.0,0.21,43.53,0.0,0.0,43.53
021220013001121,AK,0.0,0.0,71.38,0.0,0.0,71.38
021220013001129,AK,0.0,0.0,0.86,0.0,0.0,0.86
021220013001130,AK,0.0,0.0,13.62,0.0,0.0,13.62
021220013001132,AK,0.0,0.0,20.41,0.0,0.0,20.41
021220013001136,AK,0.0,0.0,36.8,0.0,0.0,36.8
021220013001137,AK,0.0,0.0,12.36,0.0,0.0,12.36
021220013001138,AK,0.0,0.0,62.4,0.0,0.0,62.4
021220013001140,AK,40.66,42.77,45.05,39.66,0.0,45.57
021220013001144,AK,34.09,35.61,46.21,33.12,0.0,46.48
021220013001147,AK,0.0,0.0,1.57,0.0,0.0,1.57
021220013001149,AK,98.88,99.67,100.0,98.3,0.0,100.0
021220013001150,AK,0.0,0.0,20.86,0.0,0.0,20.86
021220013001151,AK,0.0,0.0,5.36,0.0,0.0,5.36
021220013001152,AK,97.38,98.33,99.99,99.75,0.0,100.0
021220013001153,AK,0.0,0.0,1.61,0.0,0.0,1.61
021220013001155,AK,0.0,0.0,35.94,0.0,0.0,35.94
021220013001165,AK,0.0,0.0,13.86,0.0,0.0,13.86
021220013001168,AK,0.0,0.0,29.11,0.0,0.0,29.11
021220013001169,AK,0.0,0.31,24.12,0.31,0.0,24.27
021220013001172,AK,0.0,0.0,0.5,0.0,0.0,0.5
021220013001173,AK,0.0,0.0,41.52,0.0,0.0,41.52
021220013001177,AK,0.0,0.0,7.83,0.0,0.0,7.83
021220013001178,AK,0.0,0.0,81.22,0.0,0.0,81.22
021220013001182,AK,0.0,0.2,39.04,0.2,0.0,39.04
021220013001183,AK,0.0,0.0,0.41,0.0,0.0,0.41
021220013001184,AK,0.02,0.0,4.82,0.0,0.0,4.82
021220013001186,AK,0.0,0.0,0.93,0.0,0.0,0.93
021220013001188,AK,0.0,0.0,4.21,0.0,0.0,4.21
021220013001190,AK,0.0,0.5,0.0,0.0,0.0,0.5
021220013001191,AK,70.66,66.27,67.38,61.47,0.0,82.2
021220013001192,AK,78.31,64.32,15.81,57.42,0.0,86.98
021220013001193,AK,94.09,97.26,32.66,59.22,0.0,98.93
021220013001194,AK,99.62,100.0,96.87,99.51,0.0,100.0
021220013001195,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001196,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001197,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001198,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001199,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001200,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001201,AK,99.3,100.0,94.13,99.14,0.0,100.0
021220013001202,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001203,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001204,AK,100.0,100.0,60.21,100.0,0.0,100.0
021220013001205,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001206,AK,100.0,100.0,2.12,100.0,0.0,100.0
021220013001207,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001208,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001209,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001210,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001211,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001212,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001213,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001214,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001215,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001216,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001217,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001218,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001219,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001220,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001221,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001222,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001223,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001224,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001225,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001226,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001227,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001228,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001229,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001230,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001231,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001232,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001233,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001234,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001235,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001236,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001237,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001238,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001239,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001240,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001241,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001242,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001243,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001244,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001245,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001246,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001247,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001248,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001249,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001250,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001251,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001252,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001253,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001254,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001255,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001256,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001257,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001258,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001259,AK,1.11,13.95,4.75,11.26,0.0,13.98
021220013001264,AK,0.0,45.06,13.68,39.08,0.0,49.45
021220013001273,AK,0.0,0.24,0.0,0.0,0.0,0.24
021220013001281,AK,0.0,0.17,0.07,0.11,0.0,0.17
021220013001284,AK,0.0,0.15,0.0,0.0,0.0,0.15
021220013001295,AK,0.0,0.02,0.0,0.0,0.0,0.02
021220013001310,AK,9.12,21.68,30.99,26.22,0.0,44.52
021220013001327,AK,0.0,0.53,0.0,0.0,0.0,0.53
021220013001355,AK,0.0,7.21,0.0,0.0,0.0,7.21
021220013001357,AK,0.0,0.94,0.0,0.0,0.0,0.94
021220013001365,AK,0.0,0.0,0.54,0.0,0.0,0.54
021220013001367,AK,0.0,0.0,0.18,0.0,0.0,0.18
021220013001369,AK,0.0,0.0,31.3,0.0,0.0,31.3
021220013001384,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001385,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001386,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001387,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001388,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001389,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001390,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001396,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001399,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001400,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001401,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001402,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001403,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001404,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001405,AK,92.22,96.98,95.72,92.59,0.0,98.91
021220013001406,AK,49.82,67.89,80.18,88.25,0.0,94.45
021220013001407,AK,20.72,38.87,53.89,89.11,0.0,94.59
021220013001408,AK,33.88,34.16,97.72,100.0,0.0,100.0
021220013001409,AK,18.2,60.67,37.54,92.35,0.0,92.35
021220013001410,AK,78.91,99.54,0.0,0.0,0.0,99.54
021220013001411,AK,100.0,100.0,56.93,100.0,0.0,100.0
021220013001412,AK,0.0,18.97,0.0,0.0,0.0,18.97
021220013001414,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001415,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001416,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001417,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001418,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001419,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001421,AK,0.0,0.0,62.16,0.0,0.0,62.16
021220013001422,AK,0.0,0.0,0.01,0.0,0.0,0.01
021220013001423,AK,0.0,5.3,3.95,5.3,0.0,5.3
021220013001425,AK,0.0,0.0,48.92,0.0,0.0,48.92
021220013001427,AK,0.0,0.0,7.47,0.0,0.0,7.47
021220013001428,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001429,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001430,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001433,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001434,AK,0.0,0.0,12.3,0.0,0.0,12.3
021220013001435,AK,0.0,0.0,7.99,0.0,0.0,7.99
021220013001436,AK,0.0,0.0,1.29,0.0,0.0,1.29
021220013001438,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001439,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001440,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001441,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001442,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013001446,AK,0.0,0.0,42.32,0.0,0.0,42.32
021220013001447,AK,0.0,0.0,1.22,0.0,0.0,1.22
021220013001449,AK,1.98,2.42,23.11,1.67,0.0,23.11
021220013001451,AK,100.0,100.0,0.0,100.0,0.0,100.0
021220013002000,AK,98.95,100.0,100.0,99.92,0.0,100.0
021220013002001,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002002,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002003,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002004,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002005,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002006,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002007,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002008,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002009,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002010,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002011,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002012,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002013,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002014,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002015,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002016,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002017,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002018,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002019,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002020,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002021,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002022,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002023,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002024,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002025,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002026,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002027,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002028,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002029,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002030,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002031,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002032,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002033,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002034,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002035,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002036,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002037,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002038,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002039,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002040,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002041,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002042,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002043,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002044,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002045,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002046,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002047,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002048,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002049,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002050,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002051,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002052,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002053,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002054,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002055,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002056,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002057,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002058,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002059,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002060,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002061,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002062,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002063,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002064,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002065,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002066,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002067,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002068,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002069,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002070,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002071,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002072,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002073,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002074,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002075,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002076,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002077,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002078,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002079,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002080,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002081,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002082,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002083,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002084,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002085,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002086,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002087,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002088,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002089,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002090,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002091,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002092,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002093,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002094,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002095,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002096,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002097,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002098,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002099,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002100,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002101,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002102,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002103,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002104,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002105,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002106,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002107,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002108,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002109,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002110,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002111,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002112,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002113,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002114,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002115,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002116,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002117,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002118,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002119,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002120,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002121,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002122,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002123,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002124,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002125,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002126,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002127,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002128,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002129,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002130,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002131,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002132,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002133,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002134,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002135,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002136,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002137,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002138,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002139,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002140,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002141,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002142,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002143,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002144,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002145,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002146,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002147,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002148,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002149,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002150,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002151,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002152,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002153,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002154,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002155,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002156,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002157,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002158,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002159,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002160,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002161,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002162,AK,100.0,100.0,100.0,100.0,0.0,100.0
021220013002163,AK,100.0,100.0,100.0,100.0,0.0,100.0
