FIPS,STATE,2G,3G,4G_LTE,4G_Non_LTE,Other,ANY
020900010002123,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002124,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002125,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002126,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002127,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002128,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002129,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002130,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002131,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002132,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002133,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002134,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002135,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002136,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002137,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002138,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002139,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002140,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002141,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002142,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002143,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002144,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002145,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002146,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002147,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002148,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002149,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002150,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002151,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002152,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002153,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002154,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002155,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002156,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002157,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002158,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002159,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002160,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002161,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002162,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002163,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002164,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002165,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002166,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002167,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002168,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002169,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002170,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900010002171,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001000,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001001,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001002,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001003,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001004,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001005,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001006,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001007,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001008,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001009,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001010,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001011,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001012,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001013,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001014,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001015,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001016,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001017,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001018,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001019,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001020,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001021,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001022,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001023,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001024,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001025,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001026,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001027,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001028,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001029,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001030,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001031,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001032,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001033,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001034,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001035,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001036,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001037,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001038,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001039,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001040,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001041,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001042,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001043,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001044,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001045,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001046,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001047,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001048,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001049,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001050,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001051,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001052,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001053,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001054,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001055,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001056,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001057,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001058,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001059,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001060,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001061,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001062,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001063,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001064,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001065,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001066,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001067,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001068,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001069,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001070,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001071,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001072,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001073,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001074,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001075,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001076,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001077,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001078,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001079,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001080,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001081,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001082,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001083,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001084,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001085,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001086,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001087,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001088,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001089,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001090,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001091,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001092,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001093,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001094,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001095,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001096,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001097,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001098,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001099,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001100,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001101,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001102,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001103,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001104,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001105,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001106,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001107,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001108,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001109,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001110,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001111,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001112,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001113,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001114,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001115,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001116,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001117,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001118,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001119,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001120,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001121,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001122,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001123,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001124,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001125,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001126,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001127,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001128,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001129,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001130,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001131,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001132,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001133,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001134,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001135,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001136,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001137,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001138,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001139,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001140,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001141,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001142,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001143,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001144,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001145,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001146,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001147,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001148,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001149,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001150,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001151,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001152,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001153,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001154,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001155,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001156,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001157,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001158,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001159,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001160,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001161,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001162,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001163,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001164,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001165,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001166,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001167,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001168,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001169,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001170,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001171,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001172,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001173,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001174,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001175,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001176,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001177,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001178,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001179,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001180,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001181,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001182,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001183,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001184,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001185,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001186,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001187,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001188,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001189,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001190,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001191,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001192,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001193,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001194,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001195,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001196,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001197,AK,99.14,100.0,100.0,100.0,0.0,100.0
020900011001198,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001199,AK,99.99,100.0,100.0,100.0,0.0,100.0
020900011001200,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001201,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001202,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001203,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001204,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001205,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001206,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001207,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001208,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001209,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001210,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001211,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001212,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001213,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001214,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001215,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001216,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001217,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001218,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001219,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001220,AK,99.99,100.0,100.0,100.0,0.0,100.0
020900011001221,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001222,AK,99.99,100.0,100.0,100.0,0.0,100.0
020900011001223,AK,99.99,100.0,100.0,100.0,0.0,100.0
020900011001224,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001225,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001226,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001227,AK,98.82,100.0,100.0,97.72,0.0,100.0
020900011001228,AK,99.99,100.0,100.0,100.0,0.0,100.0
020900011001229,AK,26.65,95.24,96.36,93.5,0.0,99.03
020900011001230,AK,32.64,100.0,100.0,100.0,0.0,100.0
020900011001231,AK,99.08,100.0,4.33,100.0,0.0,100.0
020900011001232,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001233,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001234,AK,91.18,98.37,97.87,86.24,0.0,99.45
020900011001235,AK,50.39,69.28,97.97,42.98,0.0,99.5
020900011001236,AK,100.0,100.0,64.53,88.47,0.0,100.0
020900011001237,AK,21.41,100.0,79.81,100.0,0.0,100.0
020900011001238,AK,99.2,100.0,16.7,96.45,0.0,100.0
020900011001239,AK,99.92,100.0,99.96,91.97,0.0,100.0
020900011001240,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001241,AK,99.99,100.0,100.0,100.0,0.0,100.0
020900011001242,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001243,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001244,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001245,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001246,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001247,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001248,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001249,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001250,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001251,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001252,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001253,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001254,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001255,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001256,AK,0.0,44.02,98.44,40.89,0.0,98.84
020900011001257,AK,65.55,88.41,91.6,55.09,0.0,99.48
020900011001258,AK,65.5,88.91,86.35,69.75,0.0,97.49
020900011001259,AK,99.38,100.0,58.9,97.66,0.0,100.0
020900011001260,AK,99.98,100.0,67.24,100.0,0.0,100.0
020900011001261,AK,73.52,97.84,1.01,91.07,0.0,97.89
020900011001262,AK,92.49,100.0,84.47,100.0,0.0,100.0
020900011001263,AK,54.88,96.0,57.62,82.06,0.0,96.5
020900011001264,AK,71.44,100.0,78.45,100.0,0.0,100.0
020900011001265,AK,42.41,100.0,85.28,100.0,0.0,100.0
020900011001266,AK,99.53,100.0,98.83,100.0,0.0,100.0
020900011001267,AK,99.76,100.0,100.0,100.0,0.0,100.0
020900011001268,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001269,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001270,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001271,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001272,AK,100.0,100.0,55.55,91.17,0.0,100.0
020900011001273,AK,100.0,100.0,13.9,100.0,0.0,100.0
020900011001274,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001275,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001276,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001277,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001278,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001279,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001280,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001281,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001282,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001283,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001284,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001285,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001286,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001287,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001288,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001289,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001290,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001291,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001292,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001293,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001294,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001295,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001296,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001297,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001298,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001299,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001300,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001301,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001302,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001303,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001304,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001305,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001306,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001307,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001308,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001309,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001310,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001311,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001312,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001313,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001314,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001315,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001316,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001317,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001318,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001319,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001320,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001321,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001322,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001323,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001324,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001325,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001326,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001327,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001328,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001329,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001330,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001331,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001332,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001333,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001334,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001335,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001336,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001337,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001338,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001339,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001340,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001341,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001342,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001343,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001344,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001345,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001346,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001347,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001348,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001349,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001350,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001351,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001352,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001353,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001354,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001355,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001356,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001357,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001358,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001359,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900011001360,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001000,AK,98.78,100.0,100.0,100.0,0.0,100.0
020900012001001,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001002,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001003,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001004,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001005,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001006,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001007,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001008,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001009,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001010,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001011,AK,100.0,100.0,100.0,100.0,0.0,100.0
020900012001012,AK,100.0,100.0,100.0,100.0,0.0,100.0
